filename,word,list_chars,list_chars_utf8
p6_আকাশ.mp4,আকাশ,"['আ', 'ক', 'া', 'শ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb6']"
p3_অন্যভাবে.mp4,অন্যভাবে,"['অ', 'ন', '্', 'য', 'ভ', 'া', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p4_অভিজ্ঞ.mp4,অভিজ্ঞ,"['অ', 'ভ', 'ি', 'জ', '্', 'ঞ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x9c', b'\xe0\xa7\x8d', b'\xe0\xa6\x9e']"
p3_অধিকাংশ.mp4,অধিকাংশ,"['অ', 'ধ', 'ি', 'ক', 'া', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p1_অসুস্থ.mp4,অসুস্থ,"['অ', 'স', 'ু', 'স', '্', 'থ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5']"
p5_অবাক.mp4,অবাক,"['অ', 'ব', 'া', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\x95']"
p3_অজ্ঞান.mp4,অজ্ঞান,"['অ', 'জ', '্', 'ঞ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9c', b'\xe0\xa7\x8d', b'\xe0\xa6\x9e', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p2_আইসক্রিম.mp4,আইসক্রিম,"['আ', 'ই', 'স', 'ক', '্', 'র', 'ি', 'ম']","[b'\xe0\xa6\x86', b'\xe0\xa6\x87', b'\xe0\xa6\xb8', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\xae']"
p6_অর্জন.mp4,অর্জন,"['অ', 'র', '্', 'জ', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\x9c', b'\xe0\xa6\xa8']"
p1_অস্থায়ী.mp4,অস্থায়ী,"['অ', 'স', '্', 'থ', 'া', 'য', '়', 'ী']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa7\x80']"
p6_অবিচলিত.mp4,অবিচলিত,"['অ', 'ব', 'ি', 'চ', 'ল', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\x9a', b'\xe0\xa6\xb2', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p2_আঙ্গুল.mp4,আঙ্গুল,"['আ', 'ঙ', '্', 'গ', 'ু', 'ল']","[b'\xe0\xa6\x86', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa7\x81', b'\xe0\xa6\xb2']"
p1_অতিরিক্ত.mp4,অতিরিক্ত,"['অ', 'ত', 'ি', 'র', 'ি', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p5_আগামীকাল.mp4,আগামীকাল,"['আ', 'গ', 'া', 'ম', 'ী', 'ক', 'া', 'ল']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa6\xbe', b'\xe0\xa6\xae', b'\xe0\xa7\x80', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb2']"
p2_অবদান.mp4,অবদান,"['অ', 'ব', 'দ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p1_অপেক্ষা.mp4,অপেক্ষা,"['অ', 'প', 'ে', 'ক', '্', 'ষ', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x87', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xbe']"
p3_অভিন্ন.mp4,অভিন্ন,"['অ', 'ভ', 'ি', 'ন', '্', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa8']"
p2_অব্যাহতিপ্রাপ্ত.mp4,অব্যাহতিপ্রাপ্ত,"['অ', 'ব', '্', 'য', 'া', 'হ', 'ত', 'ি', 'প', '্', 'র', 'া', 'প', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p1_অরুপ.mp4,অরুপ,"['অ', 'র', 'ু', 'প']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x81', b'\xe0\xa6\xaa']"
p1_আগে.mp4,আগে,"['আ', 'গ', 'ে']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa7\x87']"
p1_অসম্ভাব্য.mp4,অসম্ভাব্য,"['অ', 'স', 'ম', '্', 'ভ', 'া', 'ব', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p1_অধিক.mp4,অধিক,"['অ', 'ধ', 'ি', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95']"
p3_অভিবাদন.mp4,অভিবাদন,"['অ', 'ভ', 'ি', 'ব', 'া', 'দ', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\xa6', b'\xe0\xa6\xa8']"
p4_অব্যাহতি.mp4,অব্যাহতি,"['অ', 'ব', '্', 'য', 'া', 'হ', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p3_অধ্যায়.mp4,অধ্যায়,"['অ', 'ধ', '্', 'য', 'া', 'য', '়']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc']"
p2_অভিমুখ.mp4,অভিমুখ,"['অ', 'ভ', 'ি', 'ম', 'ু', 'খ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xae', b'\xe0\xa7\x81', b'\xe0\xa6\x96']"
p4_অতিক্রম.mp4,অতিক্রম,"['অ', 'ত', 'ি', 'ক', '্', 'র', 'ম']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xae']"
p1_অস্ত্র.mp4,অস্ত্র,"['অ', 'স', '্', 'ত', '্', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0']"
p2_অধিকার.mp4,অধিকার,"['অ', 'ধ', 'ি', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p1_অই.mp4,অই,"['অ', 'ই']","[b'\xe0\xa6\x85', b'\xe0\xa6\x87']"
p4_অবাক.mp4,অবাক,"['অ', 'ব', 'া', 'ক']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbe', b'\xe0\xa6\x95']"
p6_অভিযুক্ত.mp4,অভিযুক্ত,"['অ', 'ভ', 'ি', 'য', 'ু', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa7\x81', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p2_অনুসন্ধান.mp4,অনুসন্ধান,"['অ', 'ন', 'ু', 'স', 'ন', '্', 'ধ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xb8', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p5_অসম্মান.mp4,অসম্মান,"['অ', 'স', 'ম', '্', 'ম', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xae', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_আছে.mp4,আছে,"['আ', 'ছ', 'ে']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9b', b'\xe0\xa7\x87']"
p2_অংশ.mp4,অংশ,"['অ', 'ং', 'শ']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6']"
p4_অগ্রিম.mp4,অগ্রিম,"['অ', 'গ', '্', 'র', 'ি', 'ম']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\xae']"
p4_অংশীদার.mp4,অংশীদার,"['অ', 'ং', 'শ', 'ী', 'দ', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x82', b'\xe0\xa6\xb6', b'\xe0\xa7\x80', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p2_অরুপ.mp4,অরুপ,"['অ', 'র', 'ু', 'প']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x81', b'\xe0\xa6\xaa']"
p4_অভিযান.mp4,অভিযান,"['অ', 'ভ', 'ি', 'য', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_অপরাধ.mp4,অপরাধ,"['অ', 'প', 'র', 'া', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa7']"
p4_অঙ্গীকার.mp4,অঙ্গীকার,"['অ', 'ঙ', '্', 'গ', 'ী', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x99', b'\xe0\xa7\x8d', b'\xe0\xa6\x97', b'\xe0\xa7\x80', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p2_অফিসার.mp4,অফিসার,"['অ', 'ফ', 'ি', 'স', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xab', b'\xe0\xa6\xbf', b'\xe0\xa6\xb8', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p2_আংশিকভাবে.mp4,আংশিকভাবে,"['আ', 'ং', 'শ', 'ি', 'ক', 'ভ', 'া', 'ব', 'ে']","[b'\xe0\xa6\x86', b'\xe0\xa6\x82', b'\xe0\xa6\xb6', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xad', b'\xe0\xa6\xbe', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p2_অক্টোবর.mp4,অক্টোবর,"['অ', 'ক', '্', 'ট', 'ো', 'ব', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f', b'\xe0\xa7\x8b', b'\xe0\xa6\xac', b'\xe0\xa6\xb0']"
p6_আগে.mp4,আগে,"['আ', 'গ', 'ে']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa7\x87']"
p1_অপরিহার্য.mp4,অপরিহার্য,"['অ', 'প', 'র', 'ি', 'হ', 'া', 'র', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\xb9', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p4_অনুচ্ছেদ.mp4,অনুচ্ছেদ,"['অ', 'ন', 'ু', 'চ', '্', 'ছ', 'ে', 'দ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\x9a', b'\xe0\xa7\x8d', b'\xe0\xa6\x9b', b'\xe0\xa7\x87', b'\xe0\xa6\xa6']"
p3_অজানা.mp4,অজানা,"['অ', 'জ', 'া', 'ন', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\x9c', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8', b'\xe0\xa6\xbe']"
p1_অবশ্যই.mp4,অবশ্যই,"['অ', 'ব', 'শ', '্', 'য', 'ই']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\x87']"
p5_অন্ধকার.mp4,অন্ধকার,"['অ', 'ন', '্', 'ধ', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa7', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p6_অসাধারণ.mp4,অসাধারণ,"['অ', 'স', 'া', 'ধ', 'া', 'র', 'ণ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xbe', b'\xe0\xa6\xa7', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0', b'\xe0\xa6\xa3']"
p5_অর্থায়ন.mp4,অর্থায়ন,"['অ', 'র', '্', 'থ', 'া', 'য', '়', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x8d', b'\xe0\xa6\xa5', b'\xe0\xa6\xbe', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa6\xa8']"
p4_আকাশ.mp4,আকাশ,"['আ', 'ক', 'া', 'শ']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb6']"
p5_আছে.mp4,আছে,"['আ', 'ছ', 'ে']","[b'\xe0\xa6\x86', b'\xe0\xa6\x9b', b'\xe0\xa7\x87']"
p1_অক্টোবর.mp4,অক্টোবর,"['অ', 'ক', '্', 'ট', 'ো', 'ব', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\x9f', b'\xe0\xa7\x8b', b'\xe0\xa6\xac', b'\xe0\xa6\xb0']"
p6_অবদান.mp4,অবদান,"['অ', 'ব', 'দ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_অদৃশ্য.mp4,অদৃশ্য,"['অ', 'দ', 'ৃ', 'শ', '্', 'য']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa6', b'\xe0\xa7\x83', b'\xe0\xa6\xb6', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf']"
p5_অপ্রয়োজনীয়.mp4,অপ্রয়োজনীয়,"['অ', 'প', '্', 'র', 'য', '়', 'ো', 'জ', 'ন', 'ী', 'য', '়']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc', b'\xe0\xa7\x8b', b'\xe0\xa6\x9c', b'\xe0\xa6\xa8', b'\xe0\xa7\x80', b'\xe0\xa6\xaf', b'\xe0\xa6\xbc']"
p5_অনুদান.mp4,অনুদান,"['অ', 'ন', 'ু', 'দ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xa6', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p4_অসম্ভব.mp4,অসম্ভব,"['অ', 'স', 'ম', '্', 'ভ', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xad', b'\xe0\xa6\xac']"
p5_অভিশাপ.mp4,অভিশাপ,"['অ', 'ভ', 'ি', 'শ', 'া', 'প']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xb6', b'\xe0\xa6\xbe', b'\xe0\xa6\xaa']"
p6_অব্যাহতিপ্রাপ্ত.mp4,অব্যাহতিপ্রাপ্ত,"['অ', 'ব', '্', 'য', 'া', 'হ', 'ত', 'ি', 'প', '্', 'র', 'া', 'প', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa7\x8d', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xb9', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p5_অক্ষম.mp4,অক্ষম,"['অ', 'ক', '্', 'ষ', 'ম']","[b'\xe0\xa6\x85', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xae']"
p1_অধিকতর.mp4,অধিকতর,"['অ', 'ধ', 'ি', 'ক', 'ত', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xa4', b'\xe0\xa6\xb0']"
p1_অবসর.mp4,অবসর,"['অ', 'ব', 'স', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb8', b'\xe0\xa6\xb0']"
p2_আগাম.mp4,আগাম,"['আ', 'গ', 'া', 'ম']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa6\xbe', b'\xe0\xa6\xae']"
p2_অপ্রীতিকর.mp4,অপ্রীতিকর,"['অ', 'প', '্', 'র', 'ী', 'ত', 'ি', 'ক', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa7\x80', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xb0']"
p3_অনুরোধ.mp4,অনুরোধ,"['অ', 'ন', 'ু', 'র', 'ো', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xb0', b'\xe0\xa7\x8b', b'\xe0\xa6\xa7']"
p5_অরুপ.mp4,অরুপ,"['অ', 'র', 'ু', 'প']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x81', b'\xe0\xa6\xaa']"
p1_অভিনেতা.mp4,অভিনেতা,"['অ', 'ভ', 'ি', 'ন', 'ে', 'ত', 'া']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xa8', b'\xe0\xa7\x87', b'\xe0\xa6\xa4', b'\xe0\xa6\xbe']"
p1_অবশেষে.mp4,অবশেষে,"['অ', 'ব', 'শ', 'ে', 'ষ', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb6', b'\xe0\xa7\x87', b'\xe0\xa6\xb7', b'\xe0\xa7\x87']"
p5_অগ্রাধিকার.mp4,অগ্রাধিকার,"['অ', 'গ', '্', 'র', 'া', 'ধ', 'ি', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa7', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p5_অসম্ভব.mp4,অসম্ভব,"['অ', 'স', 'ম', '্', 'ভ', 'ব']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xad', b'\xe0\xa6\xac']"
p2_অভিঘাত.mp4,অভিঘাত,"['অ', 'ভ', 'ি', 'ঘ', 'া', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\x98', b'\xe0\xa6\xbe', b'\xe0\xa6\xa4']"
p1_অস্বীকার.mp4,অস্বীকার,"['অ', 'স', '্', 'ব', 'ী', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa7\x80', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p5_অবহিত.mp4,অবহিত,"['অ', 'ব', 'হ', 'ি', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xb9', b'\xe0\xa6\xbf', b'\xe0\xa6\xa4']"
p5_অনুষ্ঠান.mp4,অনুষ্ঠান,"['অ', 'ন', 'ু', 'ষ', '্', 'ঠ', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x81', b'\xe0\xa6\xb7', b'\xe0\xa7\x8d', b'\xe0\xa6\xa0', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p6_অতিরিক্ত.mp4,অতিরিক্ত,"['অ', 'ত', 'ি', 'র', 'ি', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p3_অন্ধকার.mp4,অন্ধকার,"['অ', 'ন', '্', 'ধ', 'ক', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa7', b'\xe0\xa6\x95', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p6_অভিযান.mp4,অভিযান,"['অ', 'ভ', 'ি', 'য', 'া', 'ন']","[b'\xe0\xa6\x85', b'\xe0\xa6\xad', b'\xe0\xa6\xbf', b'\xe0\xa6\xaf', b'\xe0\xa6\xbe', b'\xe0\xa6\xa8']"
p2_অগভীর.mp4,অগভীর,"['অ', 'গ', 'ভ', 'ী', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\x97', b'\xe0\xa6\xad', b'\xe0\xa7\x80', b'\xe0\xa6\xb0']"
p1_আক্রমনাত্মক.mp4,আক্রমনাত্মক,"['আ', 'ক', '্', 'র', 'ম', 'ন', 'া', 'ত', '্', 'ম', 'ক']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb0', b'\xe0\xa6\xae', b'\xe0\xa6\xa8', b'\xe0\xa6\xbe', b'\xe0\xa6\xa4', b'\xe0\xa7\x8d', b'\xe0\xa6\xae', b'\xe0\xa6\x95']"
p1_আগুন.mp4,আগুন,"['আ', 'গ', 'ু', 'ন']","[b'\xe0\xa6\x86', b'\xe0\xa6\x97', b'\xe0\xa7\x81', b'\xe0\xa6\xa8']"
p3_অতিরিক্ত.mp4,অতিরিক্ত,"['অ', 'ত', 'ি', 'র', 'ি', 'ক', '্', 'ত']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xb0', b'\xe0\xa6\xbf', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xa4']"
p6_অরুপ.mp4,অরুপ,"['অ', 'র', 'ু', 'প']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb0', b'\xe0\xa7\x81', b'\xe0\xa6\xaa']"
p4_অতিথি.mp4,অতিথি,"['অ', 'ত', 'ি', 'থ', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf', b'\xe0\xa6\xa5', b'\xe0\xa6\xbf']"
p5_অবিলম্বে.mp4,অবিলম্বে,"['অ', 'ব', 'ি', 'ল', 'ম', '্', 'ব', 'ে']","[b'\xe0\xa6\x85', b'\xe0\xa6\xac', b'\xe0\xa6\xbf', b'\xe0\xa6\xb2', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xac', b'\xe0\xa7\x87']"
p2_অসম্মতি.mp4,অসম্মতি,"['অ', 'স', 'ম', '্', 'ম', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xb8', b'\xe0\xa6\xae', b'\xe0\xa7\x8d', b'\xe0\xa6\xae', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p5_অন্ধ.mp4,অন্ধ,"['অ', 'ন', '্', 'ধ']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa8', b'\xe0\xa7\x8d', b'\xe0\xa6\xa7']"
p2_আকৃতি.mp4,আকৃতি,"['আ', 'ক', 'ৃ', 'ত', 'ি']","[b'\xe0\xa6\x86', b'\xe0\xa6\x95', b'\xe0\xa7\x83', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
p6_অপেক্ষার.mp4,অপেক্ষার,"['অ', 'প', 'ে', 'ক', '্', 'ষ', 'া', 'র']","[b'\xe0\xa6\x85', b'\xe0\xa6\xaa', b'\xe0\xa7\x87', b'\xe0\xa6\x95', b'\xe0\xa7\x8d', b'\xe0\xa6\xb7', b'\xe0\xa6\xbe', b'\xe0\xa6\xb0']"
p2_অতি.mp4,অতি,"['অ', 'ত', 'ি']","[b'\xe0\xa6\x85', b'\xe0\xa6\xa4', b'\xe0\xa6\xbf']"
